"","Gene.set.name","Category"
"2348","Oxidoreductase Activity, Acting On Ch-Oh Group Of Donors","MF"
"2349","Oxidoreductase Activity, Acting On Ch Or Ch2 Groups","MF"
"2350","Oxidoreductase Activity, Acting On Ch Or Ch2 Groups, Disulfide As Acceptor","MF"
"2351","Oxidoreductase Activity, Acting On Diphenols And Related Substances As Donors","MF"
"2352","Oxidoreductase Activity, Acting On Diphenols And Related Substances As Donors, Cytochrome As Acceptor","MF"
"2353","Oxidoreductase Activity, Acting On Hydrogen As Donor","MF"
"2354","Oxidoreductase Activity, Acting On Hydrogen As Donor, Iron-Sulfur Protein As Acceptor","MF"
"2355","Oxidoreductase Activity, Acting On Iron-Sulfur Proteins As Donors","MF"
"2356","Oxidoreductase Activity, Acting On Iron-Sulfur Proteins As Donors, Dinitrogen As Acceptor","MF"
"2357","Oxidoreductase Activity, Acting On Iron-Sulfur Proteins As Donors, Nad Or Nadp As Acceptor","MF"
"2358","Oxidoreductase Activity, Acting On Nadh Or Nadph","MF"
"2359","Oxidoreductase Activity, Acting On Nadh Or Nadph, Quinone Or Similar Compound As Acceptor","MF"
"2360","Oxidoreductase Activity, Acting On Other Nitrogenous Compounds As Donors","MF"
"2361","Oxidoreductase Activity, Acting On Other Nitrogenous Compounds As Donors, Oxygen As Acceptor","MF"
"2362","Oxidoreductase Activity, Acting On Other Nitrogenous Compounds As Donors, With Nad Or Nadp As Acceptor","MF"
"2363","Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen","MF"
"2364","Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, 2-Oxoglutarate As One Donor, And Incorporation Of One Atom Each Of Oxygen Into Both Donors","MF"
"2365","Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Nadh Or Nadph As One Donor, And Incorporation Of One Atom Of Oxygen","MF"
"2366","Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Reduced Ascorbate As One Donor, And Incorporation Of One Atom Of Oxygen","MF"
"2367","Oxidoreductase Activity, Acting On Paired Donors, With Oxidation Of A Pair Of Donors Resulting In The Reduction Of Molecular Oxygen To Two Molecules Of Water","MF"
"2368","Oxidoreductase Activity, Acting On Peroxide As Acceptor","MF"
"2369","Oxidoreductase Activity, Acting On Single Donors With Incorporation Of Molecular Oxygen","MF"
"2370","Oxidoreductase Activity, Acting On Single Donors With Incorporation Of Molecular Oxygen, Incorporation Of Two Atoms Of Oxygen","MF"
"2371","Oxidoreductase Activity, Acting On Superoxide Radicals As Acceptor","MF"
"2372","Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors","MF"
"2373","Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors, Disulfide As Acceptor","MF"
"2374","Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors, Nad Or Nadp As Acceptor","MF"
"2375","Oxidoreductase Activity, Acting On The Ch-Ch Group Of Donors","MF"
"2376","Oxidoreductase Activity, Acting On The Ch-Ch Group Of Donors, Iron-Sulfur Protein As Acceptor","MF"
"2377","Oxidoreductase Activity, Acting On The Ch-Ch Group Of Donors, Nad Or Nadp As Acceptor","MF"
"2378","Oxidoreductase Activity, Acting On The Ch-Ch Group Of Donors, Oxygen As Acceptor","MF"
"2379","Oxidoreductase Activity, Acting On The Ch-Nh2 Group Of Donors","MF"
"2380","Oxidoreductase Activity, Acting On The Ch-Nh2 Group Of Donors, Disulfide As Acceptor","MF"
"2381","Oxidoreductase Activity, Acting On The Ch-Nh2 Group Of Donors, Nad Or Nadp As Acceptor","MF"
"2382","Oxidoreductase Activity, Acting On The Ch-Nh2 Group Of Donors, Oxygen As Acceptor","MF"
"2383","Oxidoreductase Activity, Acting On The Ch-Nh Group Of Donors","MF"
"2384","Oxidoreductase Activity, Acting On The Ch-Nh Group Of Donors, Nad Or Nadp As Acceptor","MF"
"2385","Oxidoreductase Activity, Acting On The Ch-Nh Group Of Donors, Quinone Or Similar Compound As Acceptor","MF"
"2386","Oxidoreductase Activity, Acting On The Ch-Oh Group Of Donors, Nad Or Nadp As Acceptor","MF"
"2387","Oxo-Acid-Lyase Activity","MF"
"2388","Oxoglutarate Dehydrogenase (Succinyl-Transferring) Activity","MF"
"2389","Oxygen-Dependent Protoporphyrinogen Oxidase Activity","MF"
"2390","Oxygen Binding","MF"
"2391","P-P-Bond-Hydrolysis-Driven Protein Transmembrane Transporter Activity","MF"
"2392","P-P-Bond-Hydrolysis-Driven Transmembrane Transporter Activity","MF"
"2393","Palmitoyl-(Protein) Hydrolase Activity","MF"
"2394","Pancreatic Ribonuclease Activity","MF"
"2395","Pantoate-Beta-Alanine Ligase Activity","MF"
"2396","Pantothenate Kinase Activity","MF"
"2397","Passive Transmembrane Transporter Activity","MF"
"2398","Pattern Binding","MF"
"2399","Pectate Lyase Activity","MF"
"2400","Pectinesterase Activity","MF"
"2401","Pepsin A Activity","MF"
"2402","Peptidase Activity","MF"
"2403","Peptidase Activity, Acting On L-Amino Acid Peptides","MF"
"2404","Peptidase Inhibitor Activity","MF"
"2405","Peptide-Methionine (S)-S-Oxide Reductase Activity","MF"
"2406","Peptide Binding","MF"
"2407","Peptide Deformylase Activity","MF"
"2408","Peptide Disulfide Oxidoreductase Activity","MF"
"2409","Peptidyl-Prolyl Cis-Trans Isomerase Activity","MF"
"2410","Peroxidase Activity","MF"
"2411","Phenylalanine-Trna Ligase Activity","MF"
"2412","Phosphatase Activator Activity","MF"
"2413","Phosphatase Activity","MF"
"2414","Phosphatase Inhibitor Activity","MF"
"2415","Phosphatase Regulator Activity","MF"
"2416","Phosphate Ion Binding","MF"
"2417","Phosphate Ion Transmembrane Transporter Activity","MF"
"2418","Phosphatidate Cytidylyltransferase Activity","MF"
"2419","Phosphatidylcholine-Sterol O-Acyltransferase Activity","MF"
"2420","Phosphatidylinositol 3-Kinase Activity","MF"
"2421","Phosphatidylinositol Binding","MF"
"2422","Phosphatidylinositol N-Acetylglucosaminyltransferase Activity","MF"
"2423","Phosphatidylinositol Phosphate Kinase Activity","MF"
"2424","Phosphatidylinositol Phospholipase C Activity","MF"
"2425","Phosphatidylserine Decarboxylase Activity","MF"
"2426","Phospho-N-Acetylmuramoyl-Pentapeptide-Transferase Activity","MF"
"2427","Phosphoenolpyruvate Carboxykinase (Atp) Activity","MF"
"2428","Phosphoenolpyruvate Carboxykinase Activity","MF"
"2429","Phosphoenolpyruvate Carboxylase Activity","MF"
"2430","Phosphofructokinase Activity","MF"
"2431","Phosphogluconate Dehydrogenase (Decarboxylating) Activity","MF"
"2432","Phosphoglycerate Dehydrogenase Activity","MF"
"2433","Phosphoglycerate Kinase Activity","MF"
"2434","Phosphoglycerate Mutase Activity","MF"
"2435","Phosphoglycolate Phosphatase Activity","MF"
"2436","Phospholipase A2 Activity","MF"
"2437","Phospholipase Activity","MF"
"2438","Phospholipase C Activity","MF"
"2439","Phospholipase D Activity","MF"
"2440","Phospholipid-Translocating Atpase Activity","MF"
"2441","Phospholipid Binding","MF"
"2442","Phospholipid Transporter Activity","MF"
"2443","Phosphomannomutase Activity","MF"
"2444","Phosphomethylpyrimidine Kinase Activity","MF"
"2445","Phosphopantetheine Binding","MF"
"2446","Phosphoprotein Phosphatase Activity","MF"
"2447","Phosphopyruvate Hydratase Activity","MF"
"2448","Phosphoribosyl-Amp Cyclohydrolase Activity","MF"
"2449","Phosphoribosyl-Atp Diphosphatase Activity","MF"
"2450","Phosphoribosylamine-Glycine Ligase Activity","MF"
"2451","Phosphoribosylaminoimidazolecarboxamide Formyltransferase Activity","MF"
"2452","Phosphoribosylaminoimidazolesuccinocarboxamide Synthase Activity","MF"
"2453","Phosphoribosylaminoimidazole Carboxylase Activity","MF"
"2454","Phosphoribosylanthranilate Isomerase Activity","MF"
"2455","Phosphoribosylformylglycinamidine Synthase Activity","MF"
"2456","Phosphoribosylglycinamide Formyltransferase Activity","MF"
"2457","Phosphoribulokinase Activity","MF"
"2458","Phosphoric Diester Hydrolase Activity","MF"
"2459","Phosphoric Ester Hydrolase Activity","MF"
"2460","Phosphorus-Oxygen Lyase Activity","MF"
"2461","Phosphorylase Activity","MF"
"2462","Phosphoserine Phosphatase Activity","MF"
"2463","Phosphotransferase Activity, Alcohol Group As Acceptor","MF"
"2464","Phosphotransferase Activity, Carboxyl Group As Acceptor","MF"
"2465","Phosphotransferase Activity, For Other Substituted Phosphate Groups","MF"
"2466","Phosphotransferase Activity, Nitrogenous Group As Acceptor","MF"
"2467","Phosphotransferase Activity, Paired Acceptors","MF"
"2468","Phosphotransferase Activity, Phosphate Group As Acceptor","MF"
"2469","Photoreceptor Activity","MF"
"2470","Polygalacturonase Activity","MF"
"2471","Polynucleotide Adenylyltransferase Activity","MF"
"2472","Polyribonucleotide Nucleotidyltransferase Activity","MF"
"2473","Polysaccharide Binding","MF"
"2474","Porphobilinogen Synthase Activity","MF"
"2475","Positive Transcription Elongation Factor Activity","MF"
"2476","Potassium Channel Activity","MF"
"2477","Potassium Ion Binding","MF"
"2478","Potassium Ion Transmembrane Transporter Activity","MF"
"2479","Prenyltransferase Activity","MF"
"2480","Prephenate Dehydratase Activity","MF"
"2481","Prephenate Dehydrogenase (Nadp) Activity","MF"
"2482","Primary Active Transmembrane Transporter Activity","MF"
"2483","Primary Amine Oxidase Activity","MF"
"2484","Proline-Trna Ligase Activity","MF"
"2485","Proline Dehydrogenase Activity","MF"
"2486","Prolyl Aminopeptidase Activity","MF"
"2487","Prolyl Oligopeptidase Activity","MF"
"2488","Protein-Dna Loading Atpase Activity","MF"
"2489","Protein-L-Isoaspartate (D-Aspartate) O-Methyltransferase Activity","MF"
"2490","Protein-Lysine N-Methyltransferase Activity","MF"
"2491","Protein Binding","MF"
"2492","Protein C-Terminal Carboxyl O-Methyltransferase Activity","MF"
"2493","Protein C-Terminal S-Isoprenylcysteine Carboxyl O-Methyltransferase Activity","MF"
"2494","Protein Deacetylase Activity","MF"
"2495","Protein Dimerization Activity","MF"
"2496","Protein Disulfide Oxidoreductase Activity","MF"
"2497","Protein Domain Specific Binding","MF"
"2498","Protein Histidine Kinase Activity","MF"
"2499","Protein Homodimerization Activity","MF"
"2500","Protein Kinase Activity","MF"
"2501","Protein Kinase Ck2 Regulator Activity","MF"
"2502","Protein Kinase Inhibitor Activity","MF"
"2503","Protein Kinase Regulator Activity","MF"
"2504","Protein Methyltransferase Activity","MF"
"2505","Protein Phosphatase Inhibitor Activity","MF"
"2506","Protein Phosphatase Regulator Activity","MF"
"2507","Protein Phosphatase Type 2A Regulator Activity","MF"
"2508","Protein Prenyltransferase Activity","MF"
"2509","Protein Serine/Threonine Kinase Activity","MF"
"2510","Protein Serine/Threonine Kinase Inhibitor Activity","MF"
"2511","Protein Serine/Threonine Phosphatase Activity","MF"
"2512","Protein Transmembrane Transporter Activity","MF"
"2513","Protein Transporter Activity","MF"
"2514","Protein Tyrosine/Serine/Threonine Phosphatase Activity","MF"
"2515","Protein Tyrosine Kinase Activity","MF"
"2516","Protein Tyrosine Phosphatase Activity","MF"
"2517","Protochlorophyllide Reductase Activity","MF"
"2518","Protoheme Ix Farnesyltransferase Activity","MF"
"2519","Proton-Transporting Atpase Activity, Rotational Mechanism","MF"
"2520","Protoporphyrinogen Oxidase Activity","MF"
"2521","Pseudouridine Synthase Activity","MF"
"2522","Pseudouridylate Synthase Activity","MF"
"2523","Purine Ntp-Dependent Helicase Activity","MF"
"2524","Purine Nucleoside Binding","MF"
"2525","Purine Nucleotide Binding","MF"
"2526","Purine Ribonucleotide Binding","MF"
"2527","Pyridoxal Kinase Activity","MF"
"2528","Pyridoxal Phosphate Binding","MF"
"2529","Pyridoxamine-Phosphate Oxidase Activity","MF"
"2530","Pyroglutamyl-Peptidase I Activity","MF"
"2531","Pyrophosphatase Activity","MF"
"2532","Pyrroline-5-Carboxylate Reductase Activity","MF"
"2533","Pyruvate, Phosphate Dikinase Activity","MF"
"2534","Pyruvate Kinase Activity","MF"
"2535","Queuine Trna-Ribosyltransferase Activity","MF"
"2536","Quinolinate Synthetase A Activity","MF"
"2537","Quinone Binding","MF"
"2538","Quinone Cofactor Methyltransferase Activity","MF"
"2539","Rab Gdp-Dissociation Inhibitor Activity","MF"
"2540","Rab Gtpase Activator Activity","MF"
"2541","Racemase And Epimerase Activity","MF"
"2542","Racemase And Epimerase Activity, Acting On Amino Acids And Derivatives","MF"
"2543","Racemase And Epimerase Activity, Acting On Carbohydrates And Derivatives","MF"
"2544","Radical Sam Enzyme Activity","MF"
"2545","Ras Gtpase Activator Activity","MF"
"2546","Ras Guanyl-Nucleotide Exchange Factor Activity","MF"
"2547","Receptor Activity","MF"
"2548","Receptor Binding","MF"
"2549","Receptor Signaling Protein Activity","MF"
"2550","Receptor Signaling Protein Serine/Threonine Kinase Activity","MF"
"2551","Recombinase Activity","MF"
"2552","Rhodopsin-Like Receptor Activity","MF"
"2553","Rho Gdp-Dissociation Inhibitor Activity","MF"
"2554","Rho Guanyl-Nucleotide Exchange Factor Activity","MF"
"2555","Riboflavin Kinase Activity","MF"
"2556","Riboflavin Synthase Activity","MF"
"2557","Ribokinase Activity","MF"
"2558","Ribonuclease Activity","MF"
"2559","Ribonuclease H Activity","MF"
"2560","Ribonuclease Iii Activity","MF"
"2561","Ribonuclease Inhibitor Activity","MF"
"2562","Ribonuclease P Activity","MF"
"2563","Ribonucleoprotein Complex Binding","MF"
"2564","Ribonucleoside-Diphosphate Reductase Activity, Thioredoxin Disulfide As Acceptor","MF"
"2565","Ribonucleotide Binding","MF"
"2566","Ribose-5-Phosphate Isomerase Activity","MF"
"2567","Ribose Phosphate Diphosphokinase Activity","MF"
"2568","Ribosome Binding","MF"
"2569","Ribulose-Bisphosphate Carboxylase Activity","MF"
"2570","Ribulose-Phosphate 3-Epimerase Activity","MF"
"2571","Rna-3-Phosphate Cyclase Activity","MF"
"2572","Rna-Directed Dna Polymerase Activity","MF"
"2573","Rna Binding","MF"
"2574","Rna Glycosylase Activity","MF"
"2575","Rna Guanylyltransferase Activity","MF"
"2576","Rna Methyltransferase Activity","MF"
"2577","Rna Polymerase Activity","MF"
"2578","Rna Polymerase Ii Transcription Factor Activity","MF"
"2579","Rrna (Adenine) Methyltransferase Activity","MF"
"2580","Rrna (Adenine-N6,N6-)-Dimethyltransferase Activity","MF"
"2581","Rrna Binding","MF"
"2582","Rrna Methyltransferase Activity","MF"
"2583","Rrna N-Glycosylase Activity","MF"
"2584","S-Acetyltransferase Activity","MF"
"2585","S-Acyltransferase Activity","MF"
"2586","S-Adenosylmethionine-Dependent Methyltransferase Activity","MF"
"2587","S-Malonyltransferase Activity","MF"
"2588","S-Methyl-5-Thioribose Kinase Activity","MF"
"2589","S-Methyltransferase Activity","MF"
"2590","S-Succinyltransferase Activity","MF"
"2591","Secondary Active Sulfate Transmembrane Transporter Activity","MF"
"2592","Secondary Active Transmembrane Transporter Activity","MF"
"2593","Sedoheptulose-7-Phosphate:D-Glyceraldehyde-3-Phosphate Glyceronetransferase Activity","MF"
"2594","Selenium Binding","MF"
"2595","Sequence-Specific Dna Binding","MF"
"2596","Sequence-Specific Dna Binding Transcription Factor Activity","MF"
"2597","Serine-Trna Ligase Activity","MF"
"2598","Serine-Type Carboxypeptidase Activity","MF"
"2599","Serine-Type Endopeptidase Activity","MF"
"2600","Serine-Type Endopeptidase Inhibitor Activity","MF"
"2601","Serine-Type Exopeptidase Activity","MF"
"2602","Serine-Type Peptidase Activity","MF"
"2603","Serine Hydrolase Activity","MF"
"2604","Serine O-Acetyltransferase Activity","MF"
"2605","Serine O-Acyltransferase Activity","MF"
"2606","Shikimate 3-Dehydrogenase (Nadp) Activity","MF"
"2607","Shikimate Kinase Activity","MF"
"2608","Sialyltransferase Activity","MF"
"2609","Sigma Factor Activity","MF"
"2610","Signal Peptidase Activity","MF"
"2611","Signal Recognition Particle Binding","MF"
"2612","Signal Sequence Binding","MF"
"2613","Signal Transducer Activity","MF"
"2614","Single-Stranded Dna Binding","MF"
"2615","Small Conjugating Protein Ligase Activity","MF"
"2616","Small Gtpase Regulator Activity","MF"
"2617","Small Protein Activating Enzyme Activity","MF"
"2618","Snap Receptor Activity","MF"
"2619","Sodium:Hydrogen Antiporter Activity","MF"
"2620","Sodium Channel Inhibitor Activity","MF"
"2621","Sodium Channel Regulator Activity","MF"
"2622","Solute:Cation Antiporter Activity","MF"
"2623","Solute:Cation Symporter Activity","MF"
"2624","Solute:Hydrogen Antiporter Activity","MF"
"2625","Solute:Hydrogen Symporter Activity","MF"
"2626","Solute:Sodium Symporter Activity","MF"
"2627","Starch Synthase Activity","MF"
"2628","Steroid Binding","MF"
"2629","Steroid Dehydrogenase Activity","MF"
"2630","Steroid Dehydrogenase Activity, Acting On The Ch-Oh Group Of Donors, Nad Or Nadp As Acceptor","MF"
"2631","Steroid Hormone Receptor Activity","MF"
"2632","Strictosidine Synthase Activity","MF"
"2633","Structural Constituent Of Cell Wall","MF"
"2634","Structural Constituent Of Cuticle","MF"
"2635","Structural Constituent Of Nuclear Pore","MF"
"2636","Structural Constituent Of Ribosome","MF"
"2637","Structural Molecule Activity","MF"
"2638","Structure-Specific Dna Binding","MF"
"2639","Substrate-Specific Channel Activity","MF"
"2640","Substrate-Specific Transmembrane Transporter Activity","MF"
"2641","Substrate-Specific Transporter Activity","MF"
"2642","Subtilase Activity","MF"
"2643","Succinate-Coa Ligase (Adp-Forming) Activity","MF"
"2644","Succinate-Coa Ligase Activity","MF"
"2645","Succinate Dehydrogenase Activity","MF"
"2646","Succinyltransferase Activity","MF"
"2647","Sucrose-Phosphate Synthase Activity","MF"
"2648","Sucrose Synthase Activity","MF"
"2649","Sucrose Transmembrane Transporter Activity","MF"
"2650","Sugar:Hydrogen Symporter Activity","MF"
"2651","Sugar Transmembrane Transporter Activity","MF"
"2652","Sulfate Adenylyltransferase (Atp) Activity","MF"
"2653","Sulfate Adenylyltransferase Activity","MF"
"2654","Sulfate Transmembrane Transporter Activity","MF"
"2655","Sulfite Reductase (Ferredoxin) Activity","MF"
"2656","Sulfotransferase Activity","MF"
"2657","Sulfurtransferase Activity","MF"
"2658","Superoxide Dismutase Activity","MF"
"2659","Symporter Activity","MF"
"2660","Telomerase Activity","MF"
"2661","Telomeric Template Rna Reverse Transcriptase Activity","MF"
"2662","Tetraacyldisaccharide 4-Kinase Activity","MF"
"2663","Tetracycline:Hydrogen Antiporter Activity","MF"
"2664","Tetracycline Transporter Activity","MF"
"2665","Tetrahydrofolylpolyglutamate Synthase Activity","MF"
"2666","Tetrapyrrole Binding","MF"
"2667","Thiamine-Phosphate Diphosphorylase Activity","MF"
"2668","Thiamine Diphosphokinase Activity","MF"
"2669","Thiamine Pyrophosphate Binding","MF"
"2670","Thiolester Hydrolase Activity","MF"
"2671","Thiopurine S-Methyltransferase Activity","MF"
"2672","Thioredoxin-Disulfide Reductase Activity","MF"
"2673","Thiosulfate Sulfurtransferase Activity","MF"
"2674","Threonine-Trna Ligase Activity","MF"
"2675","Threonine-Type Endopeptidase Activity","MF"
"2676","Threonine-Type Peptidase Activity","MF"
"2677","Threonine Synthase Activity","MF"
"2678","Thymidine Kinase Activity","MF"
"2679","Thymidylate Kinase Activity","MF"
"2680","Thymidylate Synthase Activity","MF"
"2681","Transaminase Activity","MF"
"2682","Transcription Activator Activity","MF"
"2683","Transcription Coactivator Activity","MF"
"2684","Transcription Cofactor Activity","MF"
"2685","Transcription Elongation Regulator Activity","MF"
"2686","Transcription Factor Binding","MF"
"2687","Transcription Initiation Factor Activity","MF"
"2688","Transcription Regulator Activity","MF"
"2689","Transcription Repressor Activity","MF"
"2690","Transcription Termination Factor Activity","MF"
"2691","Transferase Activity","MF"
"2692","Transferase Activity, Transferring Acyl Groups","MF"
"2693","Transferase Activity, Transferring Acyl Groups, Acyl Groups Converted Into Alkyl On Transfer","MF"
"2694","Transferase Activity, Transferring Acyl Groups Other Than Amino-Acyl Groups","MF"
"2695","Transferase Activity, Transferring Aldehyde Or Ketonic Groups","MF"
"2696","Transferase Activity, Transferring Alkylthio Groups","MF"
"2697","Transferase Activity, Transferring Alkyl Or Aryl (Other Than Methyl) Groups","MF"
"2698","Transferase Activity, Transferring Amino-Acyl Groups","MF"
"2699","Transferase Activity, Transferring Glycosyl Groups","MF"
"2700","Transferase Activity, Transferring Hexosyl Groups","MF"
"2701","Transferase Activity, Transferring Nitrogenous Groups","MF"
"2702","Transferase Activity, Transferring One-Carbon Groups","MF"
"2703","Transferase Activity, Transferring Pentosyl Groups","MF"
"2704","Transferase Activity, Transferring Phosphorus-Containing Groups","MF"
"2705","Transferase Activity, Transferring Sulfur-Containing Groups","MF"
"2706","Transition Metal Ion Binding","MF"
"2707","Transition Metal Ion Transmembrane Transporter Activity","MF"
"2708","Transketolase Activity","MF"
"2709","Translation Elongation Factor Activity","MF"
"2710","Translation Factor Activity, Nucleic Acid Binding","MF"
"2711","Translation Initiation Factor Activity","MF"
"2712","Translation Release Factor Activity","MF"
"2713","Translation Release Factor Activity, Codon Specific","MF"
"2714","Translation Termination Factor Activity","MF"
"2715","Transmembrane Receptor Protein Kinase Activity","MF"
"2716","Transmembrane Receptor Protein Tyrosine Kinase Activity","MF"
"2717","Transmembrane Signaling Receptor Activity","MF"
"2718","Transmembrane Transporter Activity","MF"
"2719","Transporter Activity","MF"
"2720","Transposase Activity","MF"
"2721","Trehalase Activity","MF"
"2722","Trialkylsulfonium Hydrolase Activity","MF"
"2723","Tricarboxylic Acid Transmembrane Transporter Activity","MF"
"2724","Triglyceride Lipase Activity","MF"
"2725","Triose-Phosphate Isomerase Activity","MF"
"2726","Trna-Intron Endonuclease Activity","MF"
"2727","Trna-Specific Ribonuclease Activity","MF"
"2728","Trna (5-Methylaminomethyl-2-Thiouridylate)-Methyltransferase Activity","MF"
"2729","Trna (Guanine) Methyltransferase Activity","MF"
"2730","Trna (Guanine-N2-)-Methyltransferase Activity","MF"
"2731","Trna Binding","MF"
"2732","Trna Dihydrouridine Synthase Activity","MF"
"2733","Trna Methyltransferase Activity","MF"
"2734","Tryptophan-Trna Ligase Activity","MF"
"2735","Tryptophan Synthase Activity","MF"
"2736","Tubulin-Tyrosine Ligase Activity","MF"
"2737","Tubulin Binding","MF"
"2738","Two-Component Response Regulator Activity","MF"
"2739","Two-Component Sensor Activity","MF"
"2740","Tyrosine-Trna Ligase Activity","MF"
"2741","Ubiquinol-Cytochrome-C Reductase Activity","MF"
"2742","Ubiquitin-Protein Ligase Activity","MF"
"2743","Ubiquitin Protein Ligase Binding","MF"
"2744","Ubiquitin Thiolesterase Activity","MF"
"2745","Udp-3-O-[3-Hydroxymyristoyl] N-Acetylglucosamine Deacetylase Activity","MF"
"2746","Udp-Glucose:Glycoprotein Glucosyltransferase Activity","MF"
"2747","Udp-Glucose:Hexose-1-Phosphate Uridylyltransferase Activity","MF"
"2748","Udp-Glucose 4-Epimerase Activity","MF"
"2749","Udp-Glucosyltransferase Activity","MF"
"2750","Udp-Glycosyltransferase Activity","MF"
"2751","Unfolded Protein Binding","MF"
"2752","Uracil Dna N-Glycosylase Activity","MF"
"2753","Uracil Phosphoribosyltransferase Activity","MF"
"2754","Urate Oxidase Activity","MF"
"2755","Uridylyltransferase Activity","MF"
"2756","Uroporphyrinogen-Iii Synthase Activity","MF"
"2757","Uroporphyrinogen Decarboxylase Activity","MF"
"2758","Valine-Trna Ligase Activity","MF"
"2759","Vitamin B6 Binding","MF"
"2760","Vitamin Binding","MF"
"2761","Voltage-Gated Anion Channel Activity","MF"
"2762","Voltage-Gated Cation Channel Activity","MF"
"2763","Voltage-Gated Channel Activity","MF"
"2764","Voltage-Gated Chloride Channel Activity","MF"
"2765","Voltage-Gated Ion Channel Activity","MF"
"2766","Voltage-Gated Potassium Channel Activity","MF"
"2767","X-Pro Aminopeptidase Activity","MF"
"2768","Xyloglucan:Xyloglucosyl Transferase Activity","MF"
"2769","Xylose Isomerase Activity","MF"
"2770","Zinc Ion Binding","MF"
"2771","Zinc Ion Transmembrane Transporter Activity","MF"
"2772","[Acyl-Carrier-Protein] S-Malonyltransferase Activity","MF"
"2773","[Ribulose-Bisphosphate Carboxylase]-Lysine N-Methyltransferase Activity","MF"
"2774","Trna Dimethylallyltransferase Activity","MF"
"2775","Sterol Binding","MF"
"2776","Carbohydrate Binding Alternative","MF"
"2777","Transferase Activity, Transferring Acyl Groups Alternative","MF"
"2778","Pseudouridine Synthase Activity Alternative","MF"
"2779","Rna Polymerase Ii Transcription Cofactor Activity","MF"
"2780","Glycogenin Glucosyltransferase Activity","MF"
